67,15,33,82,89,8,74,53,50,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,7,53,89,17,18,13,38,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,64,67,77,38,71,51,21,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,28,87,23,16,84,14,56,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,75,39,67,92,88,81,59,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,50,95,69,53,6,34,2,82,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,87,89,6,99,14,80,38,62,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,5,21,99,70,29,87,68,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,93,43,64,75,82,94,12,89,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,69,100,67,79,77,76,66,31,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,91,18,63,31,56,51,68,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,72,41,92,30,19,7,54,79,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,32,97,83,88,1,18,7,78,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,15,73,66,32,35,93,58,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,94,88,56,11,92,60,46,57,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,46,55,79,60,26,66,45,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,46,68,32,100,51,63,76,48,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,58,46,28,7,37,47,6,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,44,63,21,99,27,82,17,43,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,5,98,2,90,54,85,27,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,53,84,58,51,31,67,25,83,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,17,30,25,52,2,46,6,47,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,22,60,76,29,63,50,59,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,16,37,87,93,75,17,25,64,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,34,9,61,65,4,100,12,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,62,45,8,78,6,21,69,99,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,36,74,57,77,81,37,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,49,80,45,52,61,73,63,84,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,7,30,80,58,71,25,88,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,93,25,39,30,85,11,1,69,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,80,85,82,9,79,10,29,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,45,62,30,56,77,3,89,39,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,56,27,72,97,68,35,90,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,19,67,77,64,23,21,7,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,85,49,41,32,33,8,81,57,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,79,24,73,54,10,80,66,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,11,48,40,49,17,27,82,41,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,53,98,99,14,93,42,32,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,74,47,69,76,62,50,52,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,61,96,50,66,44,49,86,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,21,54,24,90,15,86,14,75,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,55,77,68,57,47,78,66,87,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,56,58,8,27,42,80,67,10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,73,37,14,88,75,22,15,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,38,83,64,46,33,91,50,61,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,87,29,90,4,84,94,83,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,20,94,12,67,17,32,22,89,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,95,87,10,26,2,8,1,97,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,28,18,44,89,35,42,84,85,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,70,84,79,91,58,71,85,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,61,34,44,50,65,41,68,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,68,99,83,93,56,40,69,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,10,51,31,85,94,49,36,32,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,58,36,51,77,96,95,91,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,57,92,18,79,98,69,91,73,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,41,7,25,67,90,76,11,14,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,39,80,12,62,24,4,14,53,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,69,40,78,79,65,93,64,84,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,9,23,95,73,4,49,32,83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,49,43,62,81,29,39,3,77,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,44,26,78,98,54,13,19,94,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,25,42,5,100,48,16,90,59,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,63,91,96,61,93,73,53,49,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,59,37,53,88,30,38,94,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,100,42,19,48,33,97,31,70,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,82,56,75,86,5,28,79,74,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,9,55,46,57,16,99,54,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,35,55,52,5,48,78,4,53,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,31,60,96,73,78,49,19,88,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,81,75,76,97,57,95,40,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,47,11,6,9,91,46,64,100,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,98,50,26,34,59,37,15,83,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,40,79,76,35,59,10,41,22,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,90,37,31,27,49,1,41,71,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,96,34,66,26,72,62,52,33,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,37,10,54,16,12,93,92,82,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,23,76,50,20,83,19,62,94,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,89,74,70,84,87,56,65,77,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,11,53,18,40,63,15,72,80,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,92,28,91,23,87,21,59,14,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,76,7,28,14,70,31,36,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,82,72,77,79,3,11,44,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,22,49,32,25,24,87,39,34,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,59,40,95,17,12,25,39,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,8,35,41,19,61,16,11,84,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,91,96,50,63,83,94,80,88,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,85,86,67,62,22,92,42,87,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,59,46,95,13,44,12,36,77,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,49,6,23,99,54,44,55,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,85,57,52,86,22,60,96,63,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,10,84,14,36,52,64,97,35,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
