e61,e87,e25,e67,e12,e27,e62,e24,e90,e23,e55,-1,e17,e96,e58,e39,e40,e84,e75,e69,e41,e79,e32,e11,e83,e71,e14,e43,e7,e19,e13,e91,e100,e66,e37,e70,e29,e20,e15,e57,e97,e80,e99,-1,e4,e2,e72,e48,e3,e35,e59,e49,e26,e10,e5,e81,e95,e88,e6,e22,e16,e89,e93,e86,e8,e34,e73,e18,e60,e38,e82,e45,e64,e85,e54,e44,e77,e92,e68,e53,e28,e42,e98,e76,e9,e52,-1,e21,e47,e51,e63,e36,e31,e1,e33,e30,e78,e46,e50,e94,e56,e74,e65,,,,,,,,,,,,,,,,,,,
e10,e91,e42,e37,e17,e90,e5,e60,e33,e36,e44,e48,e18,e43,e13,e80,e71,e89,e22,e11,e54,e45,e6,e65,e67,e32,e51,e53,e85,e72,e94,e66,-1,e31,e58,e64,e82,e95,e41,e76,e99,e50,e29,e74,e8,e3,e69,e35,e56,e88,e96,e83,e97,e46,e30,e78,e70,e52,e2,e12,e21,e86,e98,e9,e55,e100,e59,e1,e73,e7,e4,e93,e62,e23,e16,e68,e92,e40,e77,e19,e63,e79,e84,e47,e24,e26,e27,e25,e87,e75,e20,e49,e39,e81,e34,e28,e38,e14,e57,-1,e61,e15,,,,,,,,,,,,,,,,,,,,
e9,e5,e26,e95,e88,e38,e25,e34,e91,e96,e49,e6,e41,e75,e19,e73,e84,e27,e51,e15,e63,e47,e93,e83,e57,-1,e81,e79,e66,e50,e10,e80,e39,e64,e62,e43,e74,e92,e12,e20,e76,e40,e46,e4,e13,e89,e77,e68,e31,e22,e87,e65,e72,e71,e28,e69,e85,e24,e78,e54,e14,e37,e48,e90,e42,e58,e32,e59,e1,e44,e45,e60,e8,e56,e18,e11,e2,e53,e30,e98,e55,e100,e23,e16,e21,e82,e17,e52,e3,e36,e35,e33,e99,e7,e29,e86,e97,e94,e70,e61,-1,e67,,,,,,,,,,,,,,,,,,,,
e56,e59,e4,e69,e58,e100,e9,e61,e98,e92,e62,e35,e15,e64,e85,e53,e90,e82,e19,e55,e8,e27,e49,e23,e2,e52,e29,e50,e74,e7,e97,e18,e42,e40,e28,e76,e13,e51,e14,e10,e36,e24,e78,e95,-1,e16,e31,e88,e6,e84,e68,e46,e96,e72,e71,e26,e12,e67,e80,e79,e91,e47,e63,e89,e21,e44,e81,e32,e38,e33,e66,e94,e43,e25,e83,e48,e93,e60,e34,e45,e70,e77,e11,e73,e87,e65,e57,e41,e5,e3,e99,e1,e86,e30,e37,e20,e39,e22,e17,e75,e54,,,,,,,,,,,,,,,,,,,,,
e94,e29,e20,e51,e9,e6,e7,e33,e70,e44,e45,e64,e91,e65,e81,e97,e12,e36,e30,e82,e22,e78,e88,e32,e10,e73,e76,e41,e71,e24,e84,e1,e86,e89,e25,e23,e50,e8,e21,e38,e37,e55,e87,e2,e99,e49,e96,e60,e57,e5,e39,e63,e83,e43,e74,e14,e72,e95,e98,e16,e11,e42,e62,e19,e53,e47,e26,e100,e34,e52,e67,e56,e3,e75,e59,e17,e13,e31,e58,e27,e40,e35,e90,e46,e48,e61,e80,e69,e66,e93,e15,e79,e77,e18,e68,e92,e85,e28,e4,e54,,,,,,,,,,,,,,,,,,,,,,
e74,e69,e28,e48,e15,e78,e94,e63,e41,e35,e39,e13,-1,e100,e47,e40,e92,e60,e21,e49,e70,e33,e29,e46,e36,e77,e54,e44,e9,e56,e79,e26,e68,e23,e11,-1,e89,e2,e18,e16,e65,e4,e61,e67,e87,e62,e95,-1,e7,e75,-1,e3,e85,e86,e99,e42,e37,e30,e12,-1,e66,e51,e81,e55,e50,e90,e57,e82,e93,e6,e97,e34,e71,e1,e25,e5,e91,e59,e83,e10,e8,e52,e20,e88,e22,e73,e84,e72,e31,e24,e80,e19,e43,e64,e38,e17,e53,e45,e32,e58,e27,e14,e96,e98,e76,,,,,,,,,,,,,,,,,
e26,e97,e36,e6,e59,e17,e66,e4,e67,e75,e42,e44,e98,e41,e22,e86,e93,e63,e78,e62,e18,e95,e79,e16,e84,e54,e2,e48,e38,e87,e23,e15,e65,-1,e43,e56,e73,e3,e39,e70,e47,e83,e82,e53,e27,e60,e85,e74,e19,e68,e81,e55,e49,e28,e14,e92,e32,e45,e52,e9,e20,e77,e80,e31,e30,e33,e37,e8,e94,e88,e91,e46,e72,e29,e11,e7,e99,e76,e1,e64,e10,e40,e24,e69,e5,e89,e90,e12,e25,e61,e57,e51,e100,e50,e21,e34,e58,e13,e96,e71,e35,,,,,,,,,,,,,,,,,,,,,
e64,e46,e16,e28,e23,e47,e45,e8,e15,e100,e65,e75,e84,e81,e69,e88,e80,e21,e92,e87,e90,e77,e1,e70,e31,e68,e57,e20,e17,e63,e42,e22,e53,e7,e51,e6,e99,e98,e34,e25,e30,e44,e76,e9,e40,e29,e97,e94,e78,e24,e19,e41,e37,e2,e96,e33,e58,e27,e93,e72,e56,e35,e52,e14,e13,e50,e54,e10,e3,e82,e89,e11,e36,e5,e86,e62,e38,e74,e71,e49,e60,e43,e32,e85,e66,e18,e91,e48,e12,e26,e39,e67,e61,e59,e79,e83,e73,-1,e55,-1,e95,-1,-1,-1,-1,e4,,,,,,,,,,,,,,,,
e33,e64,e88,e27,e10,e83,e26,e80,e4,e30,e21,e97,e56,e28,e17,e81,e66,e34,e71,e23,e47,e92,e43,e15,e7,e55,e11,-1,e3,e62,e98,e61,e52,e36,e68,e58,e20,e85,e75,e5,e79,e93,e24,e38,e46,e84,e74,e78,e1,e77,e90,e73,e76,e51,e63,e54,e29,e39,e18,e41,e59,e48,e40,e12,e99,e13,e31,e95,e57,e91,e25,e50,e86,e65,e70,e35,e37,e16,e72,e8,e2,e94,e89,e14,e6,e22,e49,e100,e19,e67,-1,e32,e96,e9,e42,e44,e87,e82,e53,e60,e45,e69,,,,,,,,,,,,,,,,,,,,
e7,e52,e13,e82,e45,e29,e96,e6,e53,e73,e86,e17,e67,e5,e87,e98,e99,e33,e37,e71,e43,e40,e20,-1,e100,e1,e21,e90,e76,e42,e25,e31,e35,e22,e14,e74,e46,e23,e88,e9,e51,e26,e16,e97,e60,e93,e36,e8,e27,e78,e3,e57,e19,e84,e15,e80,e66,e58,e49,e32,e69,e34,e2,e11,e56,e64,e18,e94,e10,e89,e83,e85,e70,e44,e12,e75,e50,e30,e41,e79,e91,e39,e61,e38,e55,e48,e62,e63,e68,e4,e59,e81,e47,e92,e77,e24,e28,e72,e54,-1,e65,e95,,,,,,,,,,,,,,,,,,,,
e54,e38,e100,e59,e87,e9,e57,e58,e55,e4,e74,e56,e36,e61,e97,e19,e89,e13,e94,e30,e52,e85,e62,e14,e15,e41,e23,e69,e8,e90,e43,e50,e18,e42,e63,e51,e31,e29,e40,e78,e27,e99,e72,e1,e16,e76,e92,e2,e28,e25,e79,e88,e95,e11,e91,e20,e98,e7,e26,e84,e68,e46,e34,e32,e96,e22,e3,e60,e39,e71,e12,e75,e66,e17,e80,e47,e64,e21,e81,e67,e48,e10,e33,e70,e83,e93,e82,e44,e53,e49,e37,e86,e73,e6,e35,e45,e77,e65,e24,-1,-1,-1,e5,,,,,,,,,,,,,,,,,,,
e51,e86,e5,e94,e43,e93,e72,e36,e87,e11,e14,e96,e50,e19,e82,e75,e32,e45,e66,e81,e3,e60,e27,e52,e90,e48,e83,e57,e80,e44,e9,e70,e76,e91,e65,e31,e67,e78,e46,e74,e62,e20,e23,e69,e39,e24,e34,e12,e84,e59,e71,e47,e53,e56,e85,e89,e42,e26,e25,e97,e38,e79,e55,e4,e10,e61,e40,e99,e58,e98,e17,e100,e22,e73,e8,e88,e16,e63,e7,e15,e95,e30,e64,e54,e92,-1,e68,e77,-1,e6,e1,e28,e33,e37,e13,e41,e49,e18,e29,e2,e21,e35,,,,,,,,,,,,,,,,,,,,
e67,e78,e64,-1,e62,e25,e34,e72,e23,e39,e32,e100,e77,e44,e31,e11,e75,e50,e65,e58,e85,e80,e53,e13,e38,e35,e71,e24,e91,e15,e89,e29,e46,e12,e2,e19,e14,e96,e83,e28,e55,e5,e60,e26,e57,e68,e49,e20,e4,e40,e74,e30,e92,e79,e69,e3,e52,e59,e9,e47,e7,e22,e1,e27,e82,e16,e6,-1,e95,e45,e88,e84,e93,e48,e90,e61,e8,e18,e33,e42,e17,e87,e36,e63,e37,e21,e73,e43,e99,e86,e94,e41,e51,e66,e70,e97,e54,e81,e56,-1,e10,e98,-1,-1,-1,-1,e76,,,,,,,,,,,,,,,
-1,e51,e66,e11,e72,e64,e29,e38,e62,e25,e34,e26,e68,e18,e40,e42,e13,e100,e58,e33,e60,e75,e77,e71,e20,e96,e4,e78,e37,e65,e31,e23,e12,e24,e5,e85,e92,e83,e97,e30,e45,e28,e39,e70,e1,e99,e89,e15,e53,e80,e55,e35,e69,e19,e57,e46,e2,e73,e91,e59,e9,e27,e47,e7,e95,e6,e82,e88,e22,e16,e48,e49,e90,e84,e32,e67,e61,e17,e63,e44,e21,e93,e74,e87,e81,e3,e52,e54,e36,e8,e86,e14,e94,e56,e43,e50,e41,e79,-1,e10,e98,e76,,,,,,,,,,,,,,,,,,,,
e35,e71,e3,e70,e75,e85,e37,e29,e5,e83,e69,e67,e61,e47,-1,e21,e58,e32,e14,e20,e39,e43,e11,e80,e24,e65,e100,e60,e25,e33,e26,e94,e34,e97,e22,e66,e2,e50,e93,e95,e87,e68,e52,e36,e45,e46,e57,e53,e86,e4,e64,e81,e79,e16,e59,e56,e19,e77,e54,e8,e49,e38,e84,e76,e9,e48,e23,e51,e98,e72,e92,e1,e40,e30,e89,e18,e63,e6,e42,e7,e15,e90,e78,e12,e99,e10,e44,e73,e82,e62,e41,e13,e27,e31,e55,e88,e17,e91,e28,e74,-1,-1,-1,-1,-1,e96,,,,,,,,,,,,,,,,
e59,e40,e23,e79,e53,e58,e4,e62,e89,e9,e56,e92,e95,e85,e61,e64,e2,e98,e86,e99,e55,e76,e15,e24,e82,e49,e8,e94,e69,e38,e19,e14,e10,e90,e41,e29,e51,e30,e42,e13,e72,e16,e18,e31,e28,e97,e6,e100,e50,e1,e88,e52,e7,e27,e25,e84,e43,e20,e60,e36,e37,e26,e67,e96,e3,e75,e17,e71,e68,e80,e54,e35,e47,e34,e22,e63,e81,e48,e66,e91,e11,e83,e44,e74,e32,e39,e93,e33,e45,e73,e70,e77,e12,e78,e57,e46,e65,e21,e87,-1,-1,-1,-1,-1,-1,e5,,,,,,,,,,,,,,,,
e37,e22,e76,e85,e65,e2,e41,e97,e64,e67,e83,e31,e19,e8,e49,e30,e81,e14,e32,e25,e92,e71,e38,e9,e94,e28,e68,e95,e24,e69,e63,e34,e3,e26,e45,e60,e52,e70,e100,e47,e1,e87,e43,e55,e54,e61,e4,e36,e79,e86,e6,e74,e17,e78,e58,e51,e59,e53,e57,e39,e44,e18,e16,e99,e91,e73,e5,e7,e40,e35,e84,e80,e48,e50,e33,e90,e11,e15,e62,e72,e46,e88,e82,e13,e93,e56,e10,e27,e89,e98,e66,e29,e21,e77,e75,e23,e12,e42,e20,-1,-1,-1,-1,-1,-1,-1,e96,,,,,,,,,,,,,,,
e65,e49,e81,e16,e76,e92,e89,e55,e52,e68,e99,e50,e2,e94,e48,e7,e1,e9,e83,e74,e59,e58,e25,e96,e70,e13,e36,e8,e86,e30,e35,e98,e77,e5,e24,e28,e43,e88,e62,e56,e41,e10,e93,e54,e29,e33,e47,e19,e32,e37,e21,e6,e23,e26,e97,e27,e3,e14,e73,e38,e60,e85,e12,e100,e63,e95,e34,e72,e11,e84,e18,e51,e44,e22,e17,e80,e82,e67,e61,e78,e79,e57,e53,e15,e45,e31,e75,e91,e20,e46,e64,e71,e90,e87,e40,e39,e42,-1,e66,e69,-1,-1,-1,-1,e4,,,,,,,,,,,,,,,,,
e8,e2,e71,e35,e67,e69,e54,e31,e60,e64,e48,e22,e85,e32,e65,e14,e38,e10,e81,e83,e100,e68,e28,e50,e74,e29,e25,e92,e43,e53,e39,e45,e24,e47,e4,e63,e37,e34,e70,e55,e61,e86,e49,e78,e6,e59,e51,e76,e58,e57,e7,e77,e40,e21,e44,e73,e91,e90,e5,e62,e18,e15,e46,e52,e80,e72,e19,e26,e99,e12,e33,e88,e13,e94,e95,e87,e36,e66,e98,e56,e27,e20,e75,e42,e96,e23,-1,-1,-1,e97,e93,e17,e41,e3,e82,e84,e30,e1,e16,e79,e9,e11,e89,,,,,,,,,,,,,,,,,,,
e12,e31,e97,e45,e25,e81,e40,e49,e37,e17,e76,e10,e82,e20,e1,e95,e42,e24,e89,e77,e71,e50,e100,e64,e79,e90,e22,e7,e60,e21,e73,e35,e88,e15,e66,e65,e69,e27,e8,e41,e19,e72,e28,e34,e83,e63,e56,e51,e11,e23,e16,e43,e94,e4,-1,e75,e84,e38,e13,e46,e98,e55,e59,e3,e18,e87,e29,e30,e61,e58,e93,e26,e92,e14,e36,e85,e80,e9,e53,e6,e47,e2,e57,e32,e68,e70,e39,e78,e67,e33,e62,e52,e5,e74,e48,e99,e44,e86,-1,e91,-1,-1,e54,-1,-1,-1,-1,-1,-1,-1,e96,,,,,,,,,,,
e39,e57,e51,e99,e68,e86,e31,e43,e17,e58,e5,e42,e71,e34,e41,e77,e72,e2,-1,e96,e15,e3,e84,e87,e64,e81,e16,e32,e35,e97,e100,e83,e48,e55,e49,e21,e11,e38,e69,e92,e80,e14,e30,e25,e23,e4,e46,e65,e74,e63,e89,e59,e70,e45,e37,e7,e61,e29,e1,e6,e52,e95,e53,e40,e66,e20,e93,e62,e90,e79,e47,e44,e82,e9,e27,e26,e56,e12,e28,e60,e75,e73,e94,e24,e50,e36,e33,e22,e91,e78,e19,e98,e13,e85,e67,e18,e8,e54,e10,-1,e88,-1,-1,e76,,,,,,,,,,,,,,,,,,
e48,e39,e85,e54,e64,e20,e99,e51,e27,e12,e73,e89,e16,e23,e37,e62,e96,e58,e42,e14,e45,e41,e67,e5,e69,e3,e31,e82,e56,e86,e65,e81,e43,e18,e57,e30,e60,e32,e91,e11,e17,e13,e50,e33,e97,e44,e79,e72,e59,e9,e78,e66,e1,e49,e68,e71,e26,e100,e22,e92,e36,e19,e95,e84,e77,e93,e88,e28,e47,e83,e34,e8,e29,e63,e24,e15,e55,e25,e4,e87,e90,e75,e7,e61,e70,e46,e21,e80,e94,e74,e53,e35,e52,e40,e6,e38,e98,e10,e2,e76,,,,,,,,,,,,,,,,,,,,,,
e32,e76,e84,e23,e78,e61,e97,e35,e69,e85,e28,e58,e33,e12,e46,e68,e36,e26,e73,e22,e57,e15,e21,e94,e39,e80,e93,e34,e64,e95,e70,e20,e38,e72,e52,e2,e3,e48,e24,e1,e66,e45,e59,e87,e49,e53,e86,e4,e65,e82,e83,e42,e51,-1,e77,e5,e100,e81,e19,e60,e10,e17,e54,e47,e79,e55,e9,e37,e43,e27,e98,e91,e18,e67,e92,e30,e41,e75,e89,e63,e14,e44,e8,e50,e11,e71,e7,e31,e6,e13,e88,e90,e62,e99,e56,e40,e25,e16,e74,e29,-1,e96,,,,,,,,,,,,,,,,,,,,
e52,e85,e95,e90,e42,e32,e51,e44,e93,e18,e25,e34,e37,e87,e33,e59,e6,e11,e4,e60,e78,e74,e58,e57,e12,e19,e45,e49,e72,e96,e83,e46,e79,e80,e56,e50,e47,e21,e17,e8,e13,e75,e73,e27,e76,e91,e66,e69,e61,e41,e30,e36,e48,e81,e84,-1,e1,e86,e68,e20,e71,e70,e92,e53,e24,e65,e62,e39,e29,e77,e38,e89,e28,e64,e9,e3,e97,e14,e31,e5,e99,e82,e22,e10,e26,e88,e63,e98,e43,e16,e40,e100,e15,e54,e94,e35,e23,e2,e7,e67,e55,,,,,,,,,,,,,,,,,,,,,
e4,e54,e8,e17,e55,e66,e67,e100,e34,e22,e41,e76,e87,e13,e93,e31,e52,e81,e2,e42,e73,e56,e57,e90,e27,e60,e79,e26,e98,e88,e3,e95,e96,e75,e99,e32,e59,e33,e84,e46,e49,e47,e10,e39,e14,e12,e37,e18,e91,e69,e38,e68,e9,e92,e11,e35,e86,e19,e62,e70,e5,e36,e85,e29,e25,e30,e28,e20,e44,e15,e53,e58,e63,e80,e97,e23,e78,e50,e65,e1,e89,e61,e51,e83,e40,e43,e6,e71,e16,e48,e21,e24,e45,e94,e74,e72,e82,e7,e77,e64,,,,,,,,,,,,,,,,,,,,,,
e20,e18,e32,e77,e90,e96,e19,e93,e78,e34,e51,e87,e26,e33,e79,e36,e3,e39,e60,e50,e4,e49,e56,e82,e72,e12,e92,e38,e47,e45,e52,e44,e13,e59,e42,e83,e25,e46,e74,e58,e94,e73,e80,e8,e17,e55,e67,e11,e75,e76,e91,e70,e63,e68,e29,e85,e69,e41,e86,e40,e48,e21,e28,e5,e71,e53,e97,e27,e89,e81,e24,e30,e61,e31,e43,e64,e10,e2,e35,e22,e65,e99,e1,e98,e62,e37,e16,e14,e100,e84,e9,e54,e6,e88,e23,e15,e7,e57,e95,e66,,,,,,,,,,,,,,,,,,,,,,
e95,e74,e34,e92,e36,e91,e52,e45,e42,e50,e88,e11,e25,e17,e77,e83,e18,e38,e43,e40,e5,e16,e48,e4,e51,e85,e78,e59,e58,e71,e6,e82,e94,e69,e64,e8,e10,e63,e89,e96,e53,e81,e27,e76,e35,e26,e68,e46,e39,e30,e66,-1,e75,e73,e1,e97,e80,e62,e31,e87,e22,e90,e65,e49,e47,e99,e72,e57,e24,e32,e29,e33,e84,e70,e55,e19,e14,e79,e37,e54,e20,e3,e2,e9,e86,e12,e28,e56,e23,e15,e7,e21,e44,e93,e41,e60,e61,-1,e13,-1,e67,-1,e98,-1,e100,,,,,,,,,,,,,,,,,
e91,e50,e10,e46,e40,e53,e55,e75,e74,e90,e95,e43,e49,e84,e29,e16,e88,e37,e27,e73,e68,e25,e42,e8,e87,e5,e96,e67,e63,e6,e1,e79,e81,e11,e20,e61,e4,e62,e71,e94,e54,e48,e47,e93,e64,e66,e17,e34,e45,e28,e13,e89,e77,e22,e32,e44,e65,e99,e72,e24,e97,e30,e18,e33,e83,e70,e76,e86,e14,e78,e35,e36,e60,e51,e41,e52,e21,e3,e9,e31,e56,e59,e39,e2,e100,e98,e26,e19,e38,e57,e85,e82,e23,e15,e92,e80,-1,-1,e12,e7,-1,e58,-1,e69,,,,,,,,,,,,,,,,,,
e19,e80,e46,e40,e11,e28,e78,e3,e30,e97,e33,e41,e23,e92,e74,e17,e83,e62,e15,e93,e77,e63,e10,e37,e66,e43,e1,e61,e21,e68,e38,e58,e55,e84,e89,e81,e34,e73,e57,e98,e90,e53,e36,e5,e7,e85,e54,e24,e29,e47,e52,e71,e82,e12,e39,e95,e79,e76,e56,e44,e51,e75,e14,e64,e26,e91,e70,e31,e50,e22,e72,e86,e16,e27,e4,e8,e60,e65,e48,e35,e6,e67,e88,e20,e94,e99,e13,e49,e42,e59,e32,e18,e9,e25,e87,e2,e100,-1,-1,-1,-1,e45,-1,-1,-1,e69,-1,-1,-1,e96,,,,,,,,,,,,
e38,e15,e60,e78,e19,e62,e91,e57,e9,e56,e1,e70,e89,e2,e86,e51,e53,e99,e95,e61,e96,e67,e23,e58,e85,e40,e47,e55,e41,e27,e14,e43,e8,e29,e10,e90,e17,e6,e50,e52,e31,e98,e33,e24,e77,e28,e100,e92,e73,e26,e72,e64,e16,e13,e7,e36,e25,e97,e59,e3,e84,e32,e94,e79,e20,e74,e75,e48,e42,e69,e63,e21,e46,e4,e35,e39,e87,e82,e11,e30,e37,e18,e80,e22,e54,e81,e66,e83,e49,e12,e44,e93,e34,e45,e71,e68,e76,e88,e65,-1,-1,-1,-1,e5,,,,,,,,,,,,,,,,,,
e46,e33,e40,e91,e95,e74,e90,e96,e49,e84,e10,e8,e93,e55,e16,e50,e29,e87,e17,e68,e67,e4,e76,e36,e48,e18,e73,e45,e88,e5,e86,e63,e25,e51,e38,e20,e75,e11,e80,e81,e77,e61,-1,e12,e3,e71,e94,e6,e54,e64,e65,e79,e62,e59,e47,e28,e22,e89,e32,e66,e43,e99,e44,e72,e31,e97,e30,e34,e83,e37,e70,e53,e24,e42,e14,e78,e35,e41,e52,e39,e82,e13,e9,e21,e56,e85,e1,e60,e98,e19,e26,e27,e57,e23,e2,e100,e15,e92,e58,-1,-1,-1,e69,e7,,,,,,,,,,,,,,,,,,
e62,e83,e80,e3,e97,e15,e74,e76,e39,e55,e37,e90,e27,e45,e20,e35,e25,e65,e88,e31,e93,e38,e41,e28,e59,e91,e6,e10,e77,e43,e5,e53,e57,e1,e71,e98,e61,e75,e86,e4,e78,e56,e70,e72,e58,e32,e44,e52,e66,e42,e73,e26,e11,e36,e79,e82,e51,e13,e63,e30,e46,e92,e99,e24,e81,e49,e94,e50,e54,e21,e68,e14,e7,e33,e67,e89,e12,e23,e18,e2,e87,e95,e47,e29,e16,e17,e60,e8,e96,e40,e34,e84,e64,e19,e69,e48,-1,e85,e9,-1,-1,e100,-1,-1,e22,,,,,,,,,,,,,,,,,
