70,5,19,77,32,56,67,47,95,86,34,29,79,63,73,87,42,20,8,92,78,27,76,35,89,57,84,38,61,10,54,43,98,21,26,50,15,69,28,41,33,49,2,44,25,96,37,48,99,30,14,94,52,64,13,23,4,68,93,90,74,65,51,46,82,1,7,62,22,40,12,16,66,58,97,24,60,88,39,80,18,75,81,100,9,17,31,6,83,55,71,36,85,11,3,53,59,45,72,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,40,97,23,93,12,46,45,6,57,71,80,44,72,32,1,91,92,38,69,5,26,22,87,15,63,47,30,65,98,68,55,34,36,48,33,70,20,4,39,64,50,41,13,73,67,25,10,18,24,7,17,96,59,74,79,66,84,54,51,16,90,81,100,78,60,99,76,52,42,83,14,86,89,37,75,21,9,2,43,88,95,27,61,31,28,58,11,94,49,77,82,62,3,19,85,29,53,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,46,15,63,71,73,34,80,8,6,92,36,40,66,22,44,29,25,55,43,13,28,99,59,76,39,64,37,16,95,84,78,52,89,86,58,27,51,65,2,14,21,93,23,91,75,31,67,50,49,83,7,11,62,17,68,60,97,24,61,88,42,19,77,79,82,100,32,81,18,56,69,20,30,35,12,3,53,54,45,74,90,26,72,33,9,41,57,96,87,47,70,98,94,1,10,4,38,5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,10,29,3,40,85,77,16,97,36,73,24,66,51,62,18,95,28,11,54,74,31,83,22,21,75,19,84,42,88,30,90,89,57,47,27,99,98,41,50,49,37,1,9,7,71,82,23,79,69,72,61,63,33,81,2,52,59,12,45,53,15,91,43,96,32,46,65,34,48,44,64,39,92,25,70,17,13,56,58,78,20,94,14,100,8,38,60,76,6,86,93,55,5,26,67,4,35,68,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,57,96,93,44,42,87,64,21,51,91,82,47,78,10,89,72,1,26,48,88,52,19,9,41,33,86,16,85,8,28,27,2,83,15,70,54,17,60,98,32,95,45,94,62,43,13,99,11,18,31,46,7,5,69,25,79,74,58,55,65,75,59,81,49,35,14,50,76,22,3,68,80,97,66,30,39,37,53,90,12,40,56,23,4,67,6,20,84,34,100,61,29,36,71,73,77,24,92,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,39,74,55,65,79,85,84,90,81,18,26,75,21,14,2,22,98,69,52,70,16,43,19,29,77,63,71,31,100,67,73,57,6,66,37,20,61,9,72,25,45,10,91,48,64,8,41,59,32,13,30,17,93,35,51,24,60,92,15,4,82,44,47,87,95,42,38,99,94,1,83,54,76,36,88,89,58,78,86,7,62,96,5,28,33,46,27,11,49,12,50,3,97,68,40,80,23,34,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,11,66,96,54,88,89,92,83,37,79,35,27,17,5,90,99,68,82,58,84,14,34,18,56,81,75,3,100,74,78,50,4,40,23,12,97,80,38,36,47,1,94,53,31,6,55,9,57,59,25,60,69,61,16,43,28,51,95,49,21,76,22,72,86,29,77,26,10,2,73,19,70,39,41,65,67,98,20,85,71,87,63,7,8,62,30,24,33,91,32,52,48,15,64,44,13,45,93,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,100,76,47,22,7,31,30,59,4,46,10,58,48,70,77,73,16,63,33,2,71,96,41,91,64,86,34,8,62,32,43,24,29,15,28,81,84,49,13,98,51,75,80,23,50,88,94,87,83,27,97,36,35,85,89,42,21,74,37,68,72,52,65,40,3,53,9,55,69,54,1,25,20,11,57,18,26,45,93,39,19,95,60,79,38,99,14,12,44,5,92,56,78,66,90,6,17,67,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,65,6,55,25,39,69,53,4,52,24,21,70,47,96,9,27,43,93,11,87,5,94,60,72,45,13,57,38,32,36,1,33,63,15,44,71,26,29,85,77,100,10,73,41,98,8,61,31,7,86,79,67,51,59,17,78,82,35,84,62,20,89,74,76,28,99,75,66,49,22,30,95,37,16,14,80,2,34,56,40,48,46,64,91,92,23,50,83,97,68,88,42,19,18,81,3,12,54,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,72,87,69,57,55,30,25,1,9,8,51,43,66,53,28,31,17,75,94,83,15,42,34,82,88,48,89,32,26,68,49,10,85,23,46,91,78,64,3,54,62,39,45,50,40,7,74,80,81,79,41,98,97,61,58,96,47,12,99,35,76,20,70,59,22,5,92,19,14,56,95,90,65,4,6,67,52,84,37,100,18,33,21,11,16,27,2,29,77,36,60,73,86,71,63,24,44,13,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,14,7,61,74,35,59,90,79,68,81,49,62,13,56,84,3,24,77,44,9,4,40,64,97,71,12,46,6,93,80,17,92,91,72,87,38,51,23,54,100,57,26,75,78,70,83,60,98,99,42,63,1,66,89,30,88,47,43,22,21,55,36,65,16,2,48,27,50,19,52,5,69,86,39,73,18,25,67,96,32,37,95,33,58,28,10,41,31,11,15,94,45,82,85,20,8,29,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,54,58,81,84,99,18,78,75,79,83,88,74,89,49,8,61,10,7,66,59,62,77,33,4,34,24,12,14,90,3,51,71,100,41,76,9,63,68,23,40,50,73,56,85,97,80,87,70,43,36,19,94,60,67,57,1,38,25,31,55,16,69,95,92,86,53,11,98,37,27,2,6,96,52,72,26,30,65,5,47,29,35,39,21,28,32,42,82,91,22,44,64,45,46,20,93,15,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,22,20,100,31,17,8,30,60,64,82,54,19,28,21,86,83,52,16,2,42,89,34,27,85,72,94,77,10,24,33,3,45,57,48,29,7,62,73,56,1,41,78,63,35,80,84,59,99,91,11,66,14,75,36,6,76,46,61,88,13,23,95,25,58,15,74,26,18,93,39,69,55,96,37,65,47,38,68,97,87,40,70,43,67,92,49,50,98,5,81,53,90,79,4,9,32,12,44,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,19,20,2,27,52,16,82,42,11,25,69,60,18,65,95,86,39,55,48,66,53,93,81,4,13,45,79,32,99,62,91,77,15,88,35,75,84,78,37,47,5,46,22,67,87,8,96,49,85,33,6,100,50,26,38,51,68,64,10,41,97,70,98,17,83,21,40,54,89,12,92,58,7,31,44,28,90,59,76,72,23,73,61,94,34,56,63,1,29,14,30,74,36,3,80,9,57,71,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,43,37,21,24,28,6,36,22,69,61,10,7,65,29,31,71,53,74,63,33,85,14,55,59,30,39,90,44,76,70,20,25,26,98,5,73,41,4,38,47,9,87,77,94,96,48,100,82,72,45,60,19,34,56,1,42,86,50,27,64,16,93,3,46,95,15,40,79,75,68,23,2,97,17,99,83,54,84,92,88,18,8,13,51,66,89,80,62,11,32,12,57,58,35,49,78,52,81,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,68,60,16,46,56,54,51,75,12,6,91,86,83,97,1,72,84,82,80,42,7,4,2,23,57,43,30,79,100,21,76,14,55,90,35,74,49,22,87,47,53,27,65,69,38,19,33,63,5,39,59,71,26,64,50,18,70,40,73,25,67,37,9,96,98,61,95,28,24,31,11,94,48,85,81,62,3,8,29,92,36,34,78,32,89,17,99,66,44,88,15,13,58,45,93,10,77,41,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,17,61,76,99,8,50,94,77,5,66,11,56,31,87,79,45,89,90,29,3,81,97,74,88,15,18,100,22,73,27,2,84,69,44,16,52,70,36,19,57,80,71,41,92,32,23,34,67,6,39,63,53,37,55,1,38,65,68,13,62,72,24,25,20,9,58,96,40,10,59,93,30,14,60,78,26,7,4,47,49,91,42,64,83,82,51,21,75,43,12,95,85,46,54,86,28,48,98,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,49,99,93,45,48,39,33,64,85,12,98,66,58,25,51,8,17,28,92,67,91,54,21,83,88,95,6,23,31,75,89,82,86,24,74,55,69,76,59,10,61,37,30,78,65,42,90,34,43,14,53,7,46,41,36,47,29,77,15,71,63,32,94,73,57,38,13,44,22,79,81,9,1,11,27,62,35,50,52,16,18,68,80,97,84,40,3,70,26,96,2,56,19,100,5,87,4,60,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,69,65,6,15,24,50,68,40,13,12,3,32,53,20,56,44,92,55,34,49,36,64,97,8,67,62,37,18,17,80,31,66,82,81,79,61,74,51,60,84,100,54,42,35,77,88,95,83,11,86,30,71,58,89,25,78,73,75,91,90,2,14,21,99,52,16,4,10,93,27,33,76,46,63,39,70,26,59,19,98,96,85,5,45,43,28,29,23,41,7,9,48,47,38,57,72,87,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,25,65,53,26,5,1,70,72,45,37,85,33,46,63,15,98,48,93,13,44,73,96,67,40,62,41,17,3,56,11,20,71,58,4,97,19,18,24,84,54,83,82,79,75,100,28,35,66,42,86,78,99,95,22,89,80,21,16,88,23,2,10,36,32,68,12,8,55,47,49,81,92,43,29,69,57,6,87,94,52,38,31,27,64,9,51,77,90,91,60,50,7,59,74,30,34,14,76,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,74,81,94,67,35,14,41,61,90,84,45,71,20,85,7,15,57,87,38,9,47,92,37,93,76,62,77,27,22,10,30,80,32,12,59,33,49,34,58,79,60,52,3,13,23,56,8,6,5,43,55,53,69,18,48,50,65,51,25,28,17,82,44,70,83,54,95,86,96,4,16,19,1,88,42,46,40,98,75,39,26,68,2,64,63,24,66,36,99,97,89,100,73,21,11,78,72,29,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,75,82,42,83,18,54,28,94,47,8,9,57,48,46,63,13,87,4,23,38,96,26,1,24,86,60,98,52,44,73,16,95,5,36,2,29,66,99,17,70,19,89,21,100,12,11,68,78,64,58,72,34,49,51,27,40,20,80,91,6,7,61,31,85,33,45,55,90,81,69,50,39,84,56,35,93,10,74,41,3,62,77,97,30,14,65,15,92,53,43,71,76,32,59,79,67,37,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,95,60,86,38,19,16,87,4,67,70,57,98,94,9,33,37,17,22,1,26,51,21,99,96,47,83,82,92,78,42,75,54,88,89,72,66,85,5,8,68,49,3,20,64,28,12,100,43,52,40,56,31,50,18,79,11,97,93,90,58,59,27,32,46,81,84,91,74,34,63,15,71,45,25,61,30,44,80,14,76,23,53,13,7,24,73,39,41,65,35,48,69,77,10,55,6,36,29,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,76,52,79,77,11,10,39,50,3,59,20,90,29,47,67,26,70,58,35,30,38,55,36,1,64,14,40,96,31,23,18,37,94,61,56,25,5,69,74,65,63,17,28,8,53,68,97,51,66,24,54,57,81,78,34,99,82,72,95,86,80,83,88,21,89,49,42,19,100,2,9,6,84,71,16,87,41,75,60,4,12,92,32,7,73,85,48,62,22,46,43,91,44,33,45,15,13,93,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,77,33,10,85,34,23,98,36,63,22,73,41,24,29,71,80,79,20,43,18,58,45,15,13,49,48,93,46,75,12,32,8,91,44,78,99,67,5,64,50,56,66,68,3,51,97,19,92,62,82,83,90,53,54,27,37,72,35,94,59,52,28,74,87,1,70,14,57,16,39,7,89,26,86,30,11,40,42,96,25,76,2,4,65,38,95,47,17,61,88,100,21,9,55,60,81,31,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,41,10,70,60,93,11,1,12,82,97,32,95,53,43,38,87,85,3,50,75,19,2,21,58,51,98,42,69,16,91,46,25,52,27,67,57,47,66,62,9,100,37,26,39,55,18,77,6,48,96,56,81,84,45,35,65,94,49,72,68,86,5,33,64,28,54,40,24,8,34,71,63,17,73,31,83,61,80,29,89,36,78,90,23,20,7,59,99,76,74,14,88,30,79,44,15,22,92,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,89,54,99,15,78,88,13,46,100,17,83,4,7,74,5,20,9,14,96,90,87,58,94,47,62,57,43,72,38,22,79,61,52,1,27,31,11,91,48,81,59,35,76,92,49,30,28,51,6,82,42,12,85,21,69,73,55,29,34,77,63,32,10,66,70,41,33,44,56,95,19,98,84,86,50,26,25,2,37,64,53,23,93,68,65,40,16,67,97,24,60,39,18,80,75,71,36,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,71,73,91,20,29,48,44,92,61,6,31,93,45,59,65,32,70,53,76,26,30,69,25,55,43,85,39,33,7,98,34,74,46,90,14,56,50,5,63,23,60,24,68,80,79,36,97,86,81,95,67,41,40,15,2,16,4,72,18,12,13,38,84,47,17,54,57,83,87,1,99,89,51,42,75,22,88,21,37,100,78,27,52,66,96,11,9,28,58,10,94,49,77,82,3,19,8,62,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,24,56,34,3,68,30,36,92,44,40,13,97,23,80,50,31,18,62,15,66,58,8,17,79,7,61,28,81,82,74,51,41,84,75,6,83,60,14,54,90,78,88,86,76,21,99,69,2,55,20,53,42,35,89,93,59,16,29,19,85,25,33,95,77,71,52,10,67,27,45,100,65,11,32,98,73,22,39,43,37,49,64,91,5,72,46,96,57,12,38,26,94,1,48,70,9,47,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,61,48,91,62,81,64,14,17,18,7,65,43,35,59,84,49,69,12,83,37,78,88,13,25,53,51,39,74,77,66,31,44,8,75,28,95,67,79,54,30,90,21,86,99,42,10,76,55,92,82,6,89,9,32,45,5,4,85,15,33,47,96,94,87,100,38,26,70,72,1,19,57,52,41,11,16,60,58,93,27,2,22,23,73,50,97,40,80,63,24,71,98,3,34,36,68,56,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,18,20,32,1,72,81,66,52,45,75,7,22,42,21,19,27,59,65,100,82,35,8,11,68,90,61,2,84,14,69,16,73,63,71,51,40,50,92,88,99,23,97,83,56,78,28,89,36,76,53,13,47,30,74,87,37,34,39,9,12,80,3,17,38,29,93,5,54,4,48,94,60,49,91,44,70,79,67,57,86,26,96,55,31,98,64,95,46,6,62,58,24,77,25,33,10,41,85,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,67,99,9,37,100,57,43,72,95,46,45,48,1,58,66,64,11,60,93,22,13,44,15,19,27,75,16,32,52,5,2,91,4,24,85,29,33,63,26,73,47,92,8,41,31,96,7,71,61,36,55,90,98,82,28,62,35,38,69,81,84,83,20,56,86,54,3,40,30,88,42,23,14,18,87,39,76,53,68,77,65,10,17,74,70,97,50,51,89,80,21,12,59,78,25,34,6,49,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,52,27,95,86,58,47,60,38,19,11,2,88,67,96,5,57,78,9,4,87,43,62,6,18,65,79,69,55,53,81,84,100,74,25,61,59,76,30,35,14,34,90,31,39,37,91,49,68,3,32,48,40,22,8,12,93,46,50,23,56,97,80,15,13,45,7,17,33,51,94,64,82,44,28,63,29,54,77,75,36,10,41,21,24,1,98,99,71,20,26,70,66,89,42,85,73,83,72,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,71,47,36,51,54,68,10,23,28,29,44,82,83,91,94,89,77,97,46,41,98,67,40,87,38,33,8,73,37,34,48,70,63,24,3,50,21,12,26,92,43,49,42,22,80,15,13,93,45,17,64,32,56,5,6,7,20,31,61,62,53,9,79,59,90,78,72,74,100,19,52,76,55,25,66,1,39,60,96,30,14,88,2,27,16,86,65,11,75,84,57,35,95,18,99,58,69,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,97,42,83,53,55,4,89,88,41,80,10,35,82,3,51,79,75,71,63,92,20,77,26,99,70,78,68,37,23,98,81,11,100,50,19,69,54,33,27,66,52,60,17,30,95,65,36,16,14,90,86,6,67,59,24,2,76,21,7,25,96,56,84,34,39,61,18,74,73,85,5,28,8,62,47,29,43,91,9,31,32,87,38,72,57,64,94,22,12,15,1,44,58,13,45,93,48,46,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,55,44,12,41,90,59,33,9,32,94,34,38,1,86,31,69,95,74,25,23,87,4,80,63,46,39,60,98,19,52,71,15,2,57,14,79,16,84,51,11,82,81,100,54,70,45,30,88,89,75,99,83,27,21,58,67,17,61,10,78,73,65,42,26,37,13,77,20,6,22,49,96,18,7,43,53,76,64,47,24,91,48,72,66,85,5,35,50,3,40,29,92,68,97,62,36,28,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,35,53,25,47,7,60,59,2,27,19,94,39,40,70,12,3,30,50,14,4,76,16,57,81,28,96,83,51,72,48,38,78,95,13,42,86,75,32,89,55,98,46,88,11,44,93,69,97,26,54,62,92,1,37,6,22,67,99,21,91,58,68,66,45,65,87,15,82,9,17,8,100,20,74,56,61,84,31,5,64,85,52,18,41,49,73,33,29,23,43,80,10,63,36,77,71,24,34,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,21,64,28,18,89,93,48,57,11,77,72,6,87,1,42,17,49,75,85,33,41,79,94,55,74,35,34,53,60,7,59,39,84,30,76,90,14,68,12,86,23,47,38,52,40,80,56,27,96,3,97,43,2,65,70,69,4,10,99,66,19,95,22,46,16,62,88,100,81,9,20,8,54,61,83,45,31,25,51,32,73,5,13,29,50,63,78,37,92,26,91,44,36,15,24,71,98,67,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
