e32,e91,e21,e10,e24,e83,e73,e13,e17,e11,e66,e2,e30,e94,e75,e5,e88,e64,e48,e54,e65,e20,e59,e87,e74,e23,e45,e26,e96,e44,e49,e31,e92,e38,e82,e36,e46,e51,e99,e18,e19,e9,e1,e76,e62,e67,e43,e61,e97,e69,e27,e16,e14,e22,e53,e70,e52,e100,e41,e8,e12,e93,e58,e4,e98,e47,e86,e95,e39,e72,e89,e34,e79,e25,e35,e15,e77,e78,e50,e90,e56,e3,e42,e80,e84,e63,e71,e37,e57,e40,e33,e68,e6,e29,e85,e55,e81,e60,e28,e7,,,,,,,,,,
e34,e89,e12,e73,e7,e26,e79,e53,e19,e75,e93,e17,e91,e16,e8,e55,e30,e43,e62,e58,e22,e24,e84,e69,e70,e1,e96,e33,e56,e37,e35,e18,e2,e44,e39,e47,e95,e21,e20,e6,e81,e77,e82,e60,e45,e68,e65,e72,e13,e15,e99,e31,e42,e74,e25,e57,e11,e29,e49,e97,e94,e51,e10,e92,e83,e67,e41,e4,e98,e76,e38,e85,e27,e32,e14,e66,e90,e80,e87,e78,e50,e54,e52,e46,e40,e48,e3,e100,e71,e28,e59,e61,e36,e86,e64,e5,e23,e88,e63,e9,,,,,,,,,,
e64,e52,e59,e35,e75,e2,e40,e24,e1,e27,e16,e91,e25,e12,e80,e22,e6,e42,e87,e33,e79,e47,e86,e30,e15,e81,e17,e67,e53,e78,e28,e54,e96,e23,e58,e73,e29,e32,e89,e39,e3,e66,e92,e44,e90,e20,e5,e19,e84,e56,e31,e65,e76,e77,e13,e43,e97,e7,e37,e61,e99,e83,e95,e51,e49,e69,e26,e55,e10,e68,e50,e14,e38,e36,e85,e4,e94,e8,e70,e74,e41,e46,e93,e34,e60,e72,e48,e71,e100,e9,e21,e57,e63,e45,e82,e11,e98,e18,e88,-1,-1,-1,-1,-1,-1,-1,-1,e62,,
e29,e96,e10,e27,e68,e79,e85,e3,e9,e69,e23,e37,e89,e50,e17,e86,e43,e74,e34,e5,e71,e90,e48,e77,e16,e21,e60,e98,e31,e54,e56,e87,e28,e36,e41,e13,e14,e15,e66,e55,e20,e82,e58,e51,e25,e33,e53,e24,e91,e65,e1,e12,e11,e61,e62,e47,e88,e63,e18,e44,e93,e64,e76,e80,e99,e39,e100,e30,e22,e4,e46,e84,e94,e8,e19,e72,e95,e2,e97,e32,e52,e92,e78,e59,e81,e73,e38,e35,e49,e70,e75,e26,e83,e40,e67,e57,e45,-1,e7,-1,-1,e42,-1,e6,,,,,,
e72,e22,e24,e83,e91,e17,e67,e94,e32,e88,e10,e13,e31,e64,e5,e1,e75,e53,e26,e65,e48,e11,e23,e43,e45,e74,e46,e30,e87,e49,e99,e59,e82,e2,e51,e20,e92,e18,e36,e76,e38,e62,e66,e9,e41,e19,e97,e27,e16,e68,e61,e96,e70,e52,e55,e44,e14,e4,e93,e58,e21,e39,e47,e79,e73,e25,e35,e86,e12,e15,e34,e98,e8,e95,e77,e90,e56,e50,e40,e89,e78,e80,e33,e57,e6,e29,e85,e69,e3,e100,e63,e84,e28,e60,e7,e37,e54,e81,-1,-1,-1,-1,e42,-1,-1,e71,,,,
e19,e25,e97,e41,e44,e6,e63,e23,e88,e18,e60,e50,e83,e58,e72,e51,e89,e29,e28,e87,e3,e4,e92,e86,e76,e99,e31,e75,e11,e26,-1,e96,e32,e80,e64,e61,e17,e67,e13,e42,e1,e27,e45,e48,e16,e53,e7,e43,e52,e47,e49,e82,e22,e8,e100,e46,e71,e12,e38,e77,e84,e85,e69,e35,e93,e34,e98,e5,e21,e39,e91,e78,e33,e73,e20,e57,e59,e56,e66,e94,e95,e90,e2,e62,e68,e30,e81,e14,e74,e37,e40,e79,e10,e15,e70,e24,e36,e54,e55,e65,e9,,,,,,,,,
e97,e33,e57,e45,e55,e27,e87,e20,e7,e90,e28,e52,-1,e8,e54,e85,e3,e82,e61,e18,e86,e76,e93,e59,e78,e30,e32,e84,e23,e98,e10,e69,e64,e17,e94,e74,e77,e29,e44,e16,e62,e53,e22,e41,e47,e1,e12,e39,e46,e48,e4,e36,e58,e40,e31,e68,e5,e75,e100,e88,e19,e43,e79,e71,e6,e89,e34,e99,e91,e21,e95,e38,e80,e63,e72,e37,e92,e25,e2,e96,e11,e50,e49,e67,e73,e83,e65,e26,e35,e81,e13,e42,e60,e14,e66,e70,e56,e15,e24,e51,-1,-1,e9,,,,,,,
e46,e78,e17,e4,e30,e67,e22,e34,e80,e28,e14,e93,e74,e2,e31,e41,e91,e36,e71,e19,e11,e21,e76,e82,e54,e20,e59,e87,e68,e32,e37,e26,e49,e77,e55,e27,e24,e5,e62,e1,e86,e89,e100,e99,e83,e73,e44,e96,e38,e8,e23,e18,e43,e98,e69,e84,e35,e60,e15,e40,e58,e9,e3,e63,e57,e94,e50,e10,e97,e70,e79,e51,e88,e33,e29,e13,e45,e48,e42,e81,e64,e6,e85,e92,e75,e39,e56,e47,e25,e7,e66,e53,e65,e52,e95,e72,e16,-1,-1,-1,e90,-1,e12,e61,,,,,,
e49,e69,e34,e23,e10,e62,e33,e75,e31,e92,e25,e20,e36,e89,e40,e70,e48,e22,e17,e28,e16,e5,e2,e81,e79,e82,e85,e56,e19,e76,e52,e99,e57,e78,e29,e41,e30,e26,e1,e88,e91,e39,e95,e86,e72,e100,e21,e77,e7,e18,e44,e3,e51,e83,e32,e65,e63,e38,e96,e60,e87,e59,e9,e50,e55,e11,e74,e12,e53,e98,e35,e27,e14,e94,e68,e43,e4,e73,e84,e67,e6,e45,e37,e58,e66,e47,e93,e24,e42,e64,e8,e46,e54,e71,e90,e80,e97,e61,e13,e15,,,,,,,,,,
e91,e32,e11,e21,e9,e25,e17,e2,e74,e76,e81,e16,e61,e30,e93,e89,e60,e5,e44,e56,e23,e63,e66,e18,e22,e71,e50,e37,e39,e87,e33,e45,e1,e51,e20,e95,e43,e8,e78,e64,e75,e99,e65,e19,e52,e70,e98,e82,e14,e38,e96,e24,e13,e73,e47,e27,e55,e10,e35,e94,e97,e54,e49,e86,e92,e4,e12,e41,e68,e88,e26,e77,e15,e72,e90,e36,e3,e31,e46,e79,e53,e100,e59,e69,e42,e57,e40,e84,e29,e67,e6,e34,e48,e58,e83,e62,e80,e28,-1,e85,-1,-1,-1,-1,-1,e7,,,,
e55,e54,e41,e12,e15,e49,e75,e52,e29,e24,e18,e79,e87,e33,e11,e28,e14,e81,e82,e43,e1,e32,e57,e88,e42,e10,e26,e50,e2,e72,e84,e58,e25,e37,e63,e46,e96,e98,e73,e36,e34,e90,e69,e95,e100,e78,e19,e3,e45,e97,e20,e93,e86,e76,e65,e5,e27,e71,e16,e6,e35,e67,e92,e7,e40,e77,e53,e48,e44,e91,e23,e59,e17,e60,e30,e68,e47,e4,e13,e56,e38,e94,e70,e31,e80,e62,e74,e85,e51,e66,e9,e21,e39,e61,e89,e8,e64,e83,e22,-1,e99,,,,,,,,,
e79,e17,e45,e74,e67,e5,e31,e30,e11,e21,e35,e78,e28,e14,e1,e91,e2,e38,-1,e70,e19,e93,e54,e20,e41,e26,e77,e80,e59,e88,e68,e32,e22,e48,e76,e44,e99,e55,e96,e37,e27,e36,e24,e6,e86,e69,e62,e87,e82,e73,e8,e23,e84,e43,e18,e98,e34,e16,e60,e39,e3,e58,e94,e66,e97,e10,e89,e81,e9,e51,e71,e100,e57,e50,e33,e29,e13,e83,e49,e75,e46,e42,e4,e40,e85,e92,e64,e25,e53,e56,e65,e52,e90,e47,e72,e95,e15,e12,-1,-1,e63,e61,-1,-1,-1,-1,e7,,,
e5,e82,e44,e31,e78,e35,e11,e68,e21,e2,e13,e30,e41,e39,e70,e93,e74,e28,e91,e26,e80,e54,e77,e16,e19,e90,e23,e66,e33,e59,e96,e36,e46,e20,e79,e24,e55,e27,e86,e63,e37,e6,e76,e69,e1,e9,e87,e45,e73,e22,e15,e60,e99,e38,e81,e34,e8,e18,e40,e3,e89,e57,e51,e83,e67,e72,e10,e58,e29,e14,e49,e95,e52,e100,e98,e84,e32,e97,e4,e43,e92,e62,e75,e42,e56,e85,e25,e53,e47,e48,e50,e88,e64,e94,e65,e17,e71,-1,-1,-1,e61,e12,-1,-1,-1,-1,-1,e7,,
e31,e11,e9,e91,e21,e61,e76,e25,e30,e60,e89,e44,e56,e75,e23,e63,e18,e66,e93,e17,e87,e81,e16,e2,e5,e96,e71,e47,e22,e39,e46,e33,e94,e19,e8,e82,e51,e20,e37,e38,e77,e74,e52,e1,e98,e65,e64,e69,e27,e13,e43,e72,e24,e50,e14,e55,e36,e95,e10,e54,e48,e86,e68,e99,e26,e12,e78,e40,e35,e34,e88,e97,e73,e90,e92,e49,e53,e59,e79,e45,e80,e4,e58,e15,e100,e41,e84,e29,e67,e3,e70,e6,e32,e28,e42,e85,e57,e7,e83,-1,-1,-1,-1,-1,-1,-1,-1,-1,e62,
e13,e65,e53,e2,e43,e31,e64,e80,e37,e73,e8,e12,e7,e26,e55,e75,e36,e14,e41,e90,e35,e79,e42,e10,e32,e47,e94,e44,e51,e5,e95,e22,e68,e33,e87,e92,e62,e69,e50,e52,e48,e3,e93,e66,e82,e99,e24,e4,e81,e45,e88,e74,e25,e1,e76,e97,e77,e19,e27,e86,e28,e16,e83,e17,e70,e60,e57,e9,e59,e40,e67,e46,e23,e18,e11,e98,e54,e39,e34,e30,e89,e61,e96,e49,e20,e58,e21,e56,e84,e78,e29,e15,e72,e91,e100,e63,e85,e38,-1,-1,-1,-1,e6,-1,-1,-1,-1,-1,e71,
e82,e44,e74,e17,e5,e68,e30,e11,e35,e78,e1,e31,e21,e28,e13,e39,e41,e93,e70,e20,e54,e26,e19,e80,e77,e33,e91,e59,e90,e22,e2,e79,e66,e46,e45,e6,e37,e24,e55,e27,e63,e86,e96,e36,e87,e76,e69,e73,e23,e9,e100,e81,e38,e34,e60,e10,e95,e8,e99,e18,e57,e15,e40,e3,e89,e58,e72,e49,e51,e83,e32,e67,e98,e29,e97,e52,e48,e14,e43,e4,e62,e85,e92,e75,e65,e25,e7,e88,e94,e84,e64,e56,e47,e53,e50,e16,e61,-1,e42,-1,-1,-1,-1,e12,e71,,,,,
e39,e51,e63,e52,e97,e87,e20,e28,e6,e29,e92,e49,e54,e9,e83,e76,e79,e57,e16,e85,e4,e61,e1,e31,e33,e94,e80,e7,e72,e17,e18,e91,e86,e67,e69,e75,e27,e19,e59,e23,e58,e37,e47,e12,e3,e38,e45,e56,e44,e53,e64,e34,e5,e78,e36,e25,e99,e98,e90,e35,e50,e74,e73,e88,e30,e100,e81,e89,e95,e8,e40,e70,e66,e22,e26,e42,e46,e93,e96,e55,e68,e10,e43,e84,e2,e24,e32,e41,e82,e21,e14,e60,e62,e65,e13,e15,e48,e77,-1,e11,e71,,,,,,,,,
e69,e49,e32,e63,e2,e74,e34,e1,e26,e23,e31,e81,e10,e92,e19,e4,e16,e89,e36,e41,e78,e48,e17,e22,e28,e72,e82,e57,e86,e20,e73,e52,e30,e95,e56,e79,e40,e44,e39,e29,e25,e65,e88,e91,e85,e77,e100,e70,e21,e3,e7,e50,e98,e18,e33,e62,e83,e11,e12,e99,e9,e38,e5,e94,e59,e96,e60,e87,e76,e55,e51,e68,e53,e35,e27,e75,e14,e43,e45,e6,e42,e84,e67,e93,e71,e37,e58,e66,e64,e46,e24,e47,e80,e8,e97,e54,e13,e90,-1,-1,e15,-1,-1,-1,-1,e61,,,,
e74,e8,e90,e20,e81,e33,e16,e61,e2,e6,e17,e76,e59,e44,e63,e57,e24,e23,e11,e30,e93,e91,e18,e70,e67,e37,e22,e51,e95,e96,e87,e39,e34,e43,e1,e45,e82,e49,e7,e99,e21,e19,e78,e38,e64,e75,e54,e65,e72,e98,e26,e25,e73,e10,e46,e13,e32,e55,e97,e100,e15,e12,e53,e85,e41,e50,e4,e68,e77,e36,e28,e31,e71,e48,e89,e88,e52,e94,e92,e3,e79,e47,e80,e56,e69,e42,e14,e58,e40,e5,e84,e66,e29,e35,e60,e83,e86,e27,-1,-1,-1,e62,-1,e9,,,,,,
e11,e27,e96,e29,e20,e24,e68,e81,e8,e85,e15,e69,e39,e74,e3,e90,e38,e1,e51,e72,e36,e16,e91,e5,e46,e63,e78,e31,e26,e86,e23,e98,e55,e87,e83,e56,e35,e54,e18,e12,e14,e58,e50,e43,e21,e52,e89,e34,e61,e99,e28,e13,e10,e59,e64,e45,e65,e9,e67,e17,e88,e66,e41,e93,e77,e97,e40,e79,e30,e92,e22,e94,e47,e84,e95,e100,e19,e70,e53,e60,e76,e32,e71,e33,e4,e2,e73,e48,e80,e75,e44,e25,e42,e37,e62,e6,e82,e49,-1,e57,-1,-1,-1,-1,-1,-1,-1,-1,-1,e7
e90,e19,e8,e33,e26,e58,e1,e74,e81,e16,e6,e11,e57,e60,e76,e62,e23,e44,e30,e93,e91,e67,e70,e96,e36,e39,e2,e53,e18,e34,e45,e95,e43,e22,e38,e17,e20,e87,e79,e7,e64,e48,e21,e54,e75,e66,e25,e13,e15,e82,e72,e27,e46,e100,e10,e94,e31,e52,e98,e55,e73,e99,e12,e84,e68,e28,e37,e32,e50,e77,e41,e88,e69,e89,e78,e97,e51,e92,e3,e80,e71,e59,e29,e47,e14,e4,e49,e5,e85,e35,e86,e40,e61,e83,e24,e56,e42,e65,-1,-1,-1,e63,-1,-1,e9,,,,,
e30,e94,e23,e72,e84,e10,e24,e16,e70,e12,e11,e73,e2,e65,e92,e48,e86,e33,e5,e1,e50,e87,e58,e66,e20,e22,e76,e97,e47,e41,e26,e46,e29,e53,e90,e99,e39,e82,e40,e54,e17,e18,e9,e75,e63,e62,e35,e60,e68,e96,e19,e14,e27,e21,e67,e51,e56,e13,e45,e91,e59,e4,e98,e44,e88,e95,e42,e74,e89,e31,e80,e8,e25,e15,e36,e79,e93,e77,e100,e52,e81,e57,e38,e3,e83,e71,e55,e64,e37,e43,e34,e69,e85,e6,e28,e49,e78,e32,e61,-1,e7,,,,,,,,,
e35,e12,e27,e86,e16,e73,e7,e77,e51,e30,e2,e53,e76,e21,e91,e20,e93,e17,e8,e63,e57,e18,e71,e84,e24,e41,e68,e94,e58,e36,e43,e48,e81,e31,e34,e23,e19,e37,e6,e83,e79,e64,e98,e96,e13,e72,e1,e15,e65,e74,e45,e99,e69,e25,e40,e33,e26,e56,e46,e95,e54,e11,e82,e75,e44,e9,e85,e29,e14,e32,e39,e4,e97,e92,e67,e61,e87,e3,e80,e100,e47,e49,e55,e89,e78,e52,e70,e42,e28,e50,e60,e59,e88,e38,e5,e66,e90,e22,e10,-1,-1,-1,-1,-1,-1,e62,,,,
e45,e20,e33,e57,e28,e97,e55,e87,e90,e54,e7,e85,e8,e27,e53,e82,e61,e76,e3,e59,e18,e86,e32,e78,e30,e93,e98,e10,e84,e69,e17,e64,e95,e74,e23,e29,e15,e77,e21,e62,e52,e41,e48,e4,e44,e13,e46,e47,e1,e39,e68,e58,e31,e5,e75,e100,e40,e36,e88,e19,e43,e79,e71,e89,e34,e6,e99,e80,e38,e94,e72,e91,e22,e37,e96,e63,e50,e24,e56,e92,e67,e83,e11,e73,e26,e49,e12,e60,e2,e65,e35,e81,e66,e16,e14,e25,e70,e42,e51,-1,-1,-1,-1,-1,-1,e9,,,,
e94,e72,e30,e24,e22,e11,e84,e69,e33,e93,e5,e10,e12,e48,e86,e65,e52,e26,e66,e74,e20,e1,e75,e97,e23,e2,e47,e16,e41,e29,e59,e51,e90,e99,e46,e87,e38,e39,e19,e9,e76,e54,e36,e18,e96,e60,e82,e62,e64,e67,e14,e17,e21,e56,e8,e53,e68,e45,e13,e27,e91,e98,e100,e58,e42,e73,e79,e44,e32,e25,e15,e92,e89,e88,e49,e35,e78,e57,e95,e77,e4,e40,e3,e83,e55,e81,e37,e34,e6,e71,e43,e70,e50,e63,e80,e28,e31,e85,-1,-1,-1,-1,e7,-1,e61,,,,,
e66,e50,e15,e75,e33,e81,e61,e37,e28,e91,e20,e88,e24,e25,e34,e79,e1,e11,e22,e47,e5,e42,e29,e68,e55,e84,e16,e2,e17,e82,e30,e78,e39,e58,e44,e76,e52,e31,e27,e89,e65,e92,e87,e74,e77,e95,e6,e21,e43,e83,e94,e53,e3,e32,e19,e64,e38,e99,e86,e96,e13,e60,e56,e49,e51,e71,e69,e54,e36,e10,e8,e26,e4,e98,e40,e70,e85,e46,e41,e7,e100,e93,e73,e14,e72,e59,e35,e67,e23,e63,e48,e90,e45,e80,e57,e9,e18,e97,-1,e12,-1,-1,-1,-1,-1,-1,e62,,,
e65,e39,e52,e14,e12,e1,e60,e46,e34,e5,e9,e27,e79,e53,e30,e78,e17,e88,e74,e40,e37,e10,e81,e38,e31,e48,e6,e93,e45,e92,e21,e55,e35,e94,e91,e67,e69,e62,e51,e68,e49,e42,e97,e98,e80,e23,e99,e95,e4,e43,e3,e77,e26,e75,e82,e20,e87,e73,e19,e2,e29,e8,e89,e11,e25,e64,e70,e83,e41,e57,e59,e50,e16,e66,e54,e44,e24,e84,e36,e47,e28,e86,e15,e96,e22,e61,e18,e72,e32,e58,e76,e13,e100,e56,e63,e71,-1,e33,e85,-1,-1,-1,e90,e7,,,,,,
e87,e35,e7,e26,e73,e77,e19,e51,e12,e17,e76,e8,e93,e91,e2,e54,e42,e30,e63,e22,e58,e84,e24,e71,e18,e16,e69,e34,e94,e57,e36,e44,e33,e82,e47,e96,e6,e38,e81,e66,e99,e21,e20,e45,e79,e61,e72,e68,e25,e1,e13,e40,e15,e31,e74,e56,e10,e27,e11,e98,e100,e49,e52,e43,e4,e83,e97,e67,e92,e75,e85,e39,e95,e28,e32,e65,e80,e89,e48,e14,e55,e88,e50,e53,e70,e46,e60,e78,e41,e59,e3,e29,e37,e5,e23,e86,e9,e64,e62,e90,,,,,,,,,,
e40,e64,e51,e46,e34,e14,e59,e9,e79,e13,e53,e74,e29,e78,e27,e81,e39,e37,e88,e4,e10,e31,e38,e50,e93,e45,e55,e17,e92,e21,e7,e67,e91,e69,e62,e35,e49,e41,e47,e2,e95,e1,e43,e94,e97,e98,e80,e22,e26,e5,e82,e75,e87,e20,e68,e73,e18,e3,e77,e11,e8,e30,e84,e25,e65,e70,e52,e57,e42,e89,e60,e66,e54,e16,e24,e83,e44,e36,e28,e15,e86,e96,e48,e100,e61,e23,e76,e19,e56,e72,e58,e33,e99,e12,e32,-1,-1,e63,e90,e71,e85,e6,,,,,,,,
e44,e30,e61,e97,e48,e88,e25,e7,e20,e89,e24,e59,e86,e4,e50,e84,e85,e60,e75,e3,e29,e55,e31,e93,e26,e78,e99,e22,e81,e10,e76,e17,e77,e32,e67,e1,e64,e63,e14,e47,e18,e43,e51,e16,e5,e45,e39,e49,e95,e71,e52,e46,e28,e42,e72,e8,e37,e15,e87,e83,e40,e100,e70,e6,e35,e91,e92,e38,e73,e23,e98,e21,e62,e79,e94,e34,e96,e66,e57,e54,e90,e12,e56,e2,e82,e74,e27,e36,e65,e80,e11,e41,e13,e69,e58,e19,e33,e68,e53,-1,-1,e9,,,,,,,,
